review_text,ambiente,comida,geral,preco,servico,seguranca
"Cafeteria que serve excelentes cafés especiais de sul de Minas, cardápio bom e variado com farta opções de bebidas clássicas de cafeteria.",2,1,2,2,2,2
"Caipirinha forte, happy hour muito bom, melhor custo benefício.",2,2,1,1,2,2
Caldeirada de tambaqui maravilhosa.,2,1,2,2,2,2
caldinho de peixe também muito gostoso!,2,1,2,2,2,2
"Caldo de peixe de entrada, casquinho de caranguejo e um saboroso lombo de tambaqui foram as nossas pedidas.",2,1,2,2,2,2
Camarão internacional e escondidinho maravilhosos.,2,1,2,2,2,2
Cappuccino e tapioca caboquinho excelentes!,2,1,2,2,2,2
"Cara foi muito incrível, melhor restaurante de Manaus #coco bambu, melhores pratos melhores sobremesas, juntamente com o garçom muito top é incrível, #LUCAS??",2,1,1,2,1,2
"Cara que lugar bom, o atendimento é perfeito, e o café melhor ainda.",2,2,1,2,1,2
Cardápio bastante variado custo benefício realmente compensa.,2,1,2,1,2,2
Cardápio com preços muito honesto  Vale conferir o brigadeiro de peixe Não esquecer de curtir um SUP!!,1,1,2,1,2,2
Cardápio com um preço abusivo.,2,2,2,0,2,2
"Cardápio excelente, com releituras de pratos típicos regionais.",2,1,2,2,2,2
cardápio muito bom com um preço muito justo e o ambiente muito agradável.,1,1,2,1,2,2
Cardápio muito bom!,2,1,2,2,2,2
Cardápio muito legal.. Entrada de pastel de pato.. Tambaqui muito Show.. Não achei preço excessivo.,2,1,2,1,2,2
Cardápio variado e de bom gosto preço  justo mas o espaço  é  apertado e  os pegadores de alimentos ficam em cima dos mesmos.,1,1,2,1,2,2
Cardápio variado e ótimo preço.,2,1,2,1,2,2
Carne de sol a melhor the best,2,1,2,2,2,2
Carne de sol deliciosa e cerveja gelada.,2,1,2,2,2,2
"Carne de sol deliciosa, bom atendimento, ótimo preço e bem localizado.",2,1,2,1,1,2
"Carne de Sol super saborosa e com acompanhamento delicioso, preço acessível e ambiente agradável.",1,1,2,1,2,2
"Carne deliciosa, ambiente muito bom, e tem um playground maravilhoso para as crianças brincarem, acho que é o melhor de Manaus para famílias.",1,1,1,2,2,2
"Carne do hamburger mal temperada, milkshake enjoativo.",2,0,2,2,2,2
"Carne macia, deliciosas opções de guarnição e um ótimo restaurante para comemorar datas especiais!",2,1,1,2,2,2
Carne muito boa mas faltou uma variedade um pouco maior pelo preço que se paga.,2,1,2,1,2,2
Carne passou muito do ponto e outros pratos não vem com os ingredientes descritos talvez a casa só funcione direito quando a Chef está presente.,2,0,2,2,0,2
Carne suculenta e saborosa!,2,1,2,2,2,2
Carnes de ótima qualidade e ambiente agradável.,1,1,2,2,2,2
Carnes deliciosas e as saladas são maravilhosas.. música boa e atendimento excelente.,1,1,2,2,1,2
"Carnes diversas, acompanhamentos saborosos, e atendimento maravilhoso.",2,1,2,2,1,2
"Carnes excelentes, atendimento muito, tem espaço kids (só que fica no andar de baixo do restaurante, próximo a garagem), muito caro o valor.",1,1,2,0,1,2
"Carnes maravilhosas , custo benefício , atendimento de primeira , ambiente  Agradável , música ambiente sensacional.",1,1,2,1,1,2
"Carnes muito saborosas, porém, pouca variedade.",2,1,2,2,2,2
Carnes saborosas com varias opções!,2,1,2,2,2,2
"Carnes saborosas e suculentas, tipicas da culinária gaúcha!",2,1,2,2,2,2
"Carnes saborosas, porem não em alta quantidade como eu esperava pelo preço cobrado.",2,1,2,1,2,2
"Caros amigos Turistas, não percam a oportunidade de tomar o melhor café regional de Manaus, muitas variedades de especiarias regionais, o famoso pão com tucumã, a tapioca bem quentinha, com castanha/queijo, banana frita, sucos regionais, cupuaçu, tapereba, goiaba, muito bom mesmo, não deixem de visitar!!",2,1,1,2,2,2
Carta de vinhos boa e com preço regular.,2,2,1,0,2,2
"Casa especializada em comida paraense, onde o maior objetivo é satisfazer os clientes.",2,1,2,2,1,2
Casa muito boa para se divertir.,2,2,1,2,2,2
Casario antigo reformado.,1,2,2,2,2,2
cats a mais antiga e tradicional de manaus <3,2,2,1,2,2,2
Certamente uma das melhores opções para se comer um bom peixe regional.,2,1,2,2,2,2
"Cerveja estupidamente gelada, petiscos de primeira e ótimas opções pra quem gosta de variedades de cerveja.",2,1,2,2,2,2
Cerveja gelada (não tão em conta) e músicos bons que sempre estão tocando por lá.,1,2,2,2,2,2
"Cerveja gelada, ambiente descontraído, música  de qualidade, gente interessante é de frente pro maior cartão postal da cidade (Teatro Amazonas)...",1,2,2,2,2,2
"Cerveja gelada, bom atendimento e música agradável.",1,2,2,2,1,2
"Cerveja gelada, mesas na calçada e na via, Esquenta depois das 17 mas pode chegar antes para ouvir o chorinho.Vale demais a pena.Tem que conhecer.",1,2,1,2,2,2
"Cerveja gelada, petiscos bons (especialmente o bolinho de bacalhau).",2,1,2,2,2,2
"Cerveja gelada, preço na média do mercado!",2,2,2,1,2,2
"Cerveja gelada, tira-gostos muito bom, ótimo ambiente e atendimento bem realizado.",1,1,2,2,1,2
"Cerveja geladissima, bom atendimento, ótimos preços e cardápio variado, ambiente climatizado.",1,1,2,1,1,2
"Cerveja muito gelada, coámida maravilhosa a banana frita sem comentário Nossa tudo de bom.",2,1,2,2,2,2
Cervejas regionais e petiscos para quem quer curtir.,2,1,2,2,2,2
"Chegando já deparei com um estacionamento amplo, o ambiente é bastante regional caboclo, com mesas e cadeiras de madeira, super decorado com imagens de animais silvestres, o cardápio e bastante variado, local limpo e bastante ventilado, vale a Pena ir com a família e amigos.",1,1,2,2,2,2
China box excelente comida.,2,1,2,2,2,2
"Chop bem gelado, petisco nota mil.",2,1,2,2,2,2
"Chopp gelado, ótimos drinks e sucos maravilhosos, recomendo para datas comemorativas, aniversários.",2,2,1,2,2,2
Churras de qualidade e bebidas geladinhas ótimo ambiente família.,1,1,2,2,2,2
"Churrascaria alto nivel.maravilhosa,comida de primeira atendimento espetacular,parabéns ao garçons,inclusive o alexandre.",2,1,1,2,1,2
"Churrascaria com excelente variedade de saladas, pratos quentes e é claro carnes de primeira, melhor atendimento de Manaus de todos os restaurantes visitados, não deixa a desejar em nada para outras churrascarias famosas dos grandes centros...",2,1,2,2,1,2
Churrascaria mais top de Manaus!,2,2,1,2,2,2
"Churrascaria ótima, muito gostosa, localização privilegiada.",2,1,1,2,2,2
"Churrascaria top de primeira, atendimento único e sem igual e o ambiente familiar... Recomendo se podesse daria 10 estrelas.",1,2,1,2,1,2
"Churrasco da melhor qualidade , picanha de primeira e picanha importada.para todos o gostos, bom custo beneficio.",2,1,2,1,2,2
Churrasco e variedades saborosas.,2,1,2,2,2,2
"Churrasco ficou a desejar, pouco sal e deixaram a carne secar, ambiente agradável.",1,0,2,2,2,2
"Clima agradavel, e muita gente bonita.",1,2,2,2,2,2
"Clima maravilhoso, confortável, com acesso a brinquedoteca,além de um ambiente agradável para reunir com amigos e familiares.",1,2,2,2,2,2
"Climatizado, com decoração típica do Rio Grande do Sul e excelente atendimento, oferece self-service e pratos à La Carte, típicos gaúchos e também da culinária regional e nacional.",1,1,2,2,1,2
"Coco bambu nunca decepciona, ótimo atendimento e comida excepcional.",2,1,2,2,1,2
Coisa mais bonita que vi.,1,2,2,2,2,2
Coisas muito caras.,2,2,2,0,2,2
Colaboradores bem gentis.,2,2,2,2,1,2
Com atendimento top!,2,2,2,2,1,2
Com certeza a melhor opção gastronômica de Manaus.,2,1,2,2,2,2
"Com certeza um dos melhores estabelecimentos da cidade, aqui você consegue comer bem e ainda ser muito bem atendido.",2,1,1,2,1,2
"Com certeza um dos melhores restaurantes em que já estive,pratos variados,por um ótimo preço, ambiente climatizado, ótimo para a família,e bem localizado, você com certeza vai se sentir muito bem.",1,2,1,1,2,2
Com minha família comer a tradicional carne de sol que inclusive a mesma carne de sempre muito boa porém os acompanhamentos estavam a desejar hoje.,2,1,2,2,2,2
Com opção de carnes nobres.,2,1,2,2,2,2
"Com pratos sofisticados, ambiente aconchegante e atendimento intimista, o Banzeiro entrega uma ótima experiência gastronômica na amazônia.",1,1,2,2,1,2
Com pratos variados de frutos do mar e tem uma área kids muito boa para deixar as crianças.,1,1,2,2,2,2
"Com toda certeza é a melhor churrascaria de Manaus, comida muito boa, bom atendimento, preços bons, o lugar é agradável.",2,1,1,1,1,2
"Com um estilo rústico e muito agradável, em uma excelente localização.",1,2,2,2,2,2
"Com um excelente atendimento, boa acomodação e uma comida maravilhosa!",1,1,2,2,1,2
com um valor ótimo...,2,2,2,1,2,2
"Com uma boa estrutura e excelentes pistas para jogar, conta também com sinuca, vídeo game e outros jogos.",1,2,2,2,2,2
"Com uma decoração pitoresca e bom atendimento, recomendo para que quer provar a gastronomia local, apresenta um bom custo benefício, com preços médio entre R$50,00 e R$100,00.",1,1,2,1,1,2
Comemos no Banzeiro um Tambaqui maravilhoso.,2,1,2,2,2,2
Comemos um peixe a moda  coco bambu e um vinho pé tinto tudo pé tinto.,2,1,2,2,2,2
"Comer bacalhau no Alentejo é saborear o melhor em qualidade, quantidade e preço bom se compararmos a custo beneficio, embora aparentemente o preço aparente ser alto, os pratos são muito bem servidos e a qualidade do bacalhau compensa esse valor.",2,1,2,1,2,2
"Comi 3 pratos diferentes em ocasiões diferentes e sempre muito bem servido, com um cozimento impecável e um ótimo serviço, os preços são muito bons!",2,1,2,1,1,2
Comi duas variações de tambaqui sensacionais.,2,1,2,2,2,2
"Comi um escondidinho de carne seca maravilhoso além da variedade de comida nordestina no self service, sem contar o delicioso petit gateau que eles servem, simplesmente delicioso.",2,1,2,2,2,2
Comida agradável ambiente ótimo.,1,1,2,2,2,2
"Comida ao ponto certo e super gostoso, para quem veio buscar informação sobre o local e atendimento, super indico!",2,1,2,2,1,2
"Comida balanceada e ótimo preço, sobremesa deliciosa.",2,1,2,1,2,2
comida bem feita e lugar agradavel.,2,1,1,2,2,2
"Comida bem feita, bons ingredientes, bom atendimento a não ser quando bem lotado, bons sucos e ótimo preço.",2,1,2,1,1,2
"Comida bem gostosa, boa variedade e um preço justo.",2,1,2,1,2,2
Comida bem servida e preço equivalente à qualidade apresentada nos pratos!,2,1,2,1,2,2
"Comida bem servida, no ponto certo.",2,1,2,2,2,2
"Comida boa , atendimento bom , somente a questão de reservas que é horrível , fiz uma reserva e na hora que cheguei não estava lá o meu nome , muita irresponsabilidae!!",2,1,2,2,1,2
"Comida boa ,mas nada de sensacional.",2,1,2,2,2,2
"Comida boa ,ótimo ambiente ,bom atendimento .só não gostei da espera por uma mesa.",1,1,2,2,1,2
Comida boa com preço justo.,2,1,2,1,2,2
"Comida boa com.um preço melhor ainda, o sistema de buffet self service a preço único incluindo sobremesas é excelente.",2,1,2,1,2,2
Comida boa custo benefício ótimo!,2,1,2,1,2,2
"Comida boa e bem servida, bom serviço, boa música, tranquilo.",1,1,2,2,1,2
Comida boa e bom atendimento.,2,1,2,2,1,2
Comida boa e funcionários muito educados.,2,1,2,2,1,2
Comida boa e local aconchegante.,1,1,2,2,2,2
"Comida boa e no preço top, muitas opções no cardápio, atendentes super rápidos e solícitos.",2,1,2,1,1,2
Comida boa e preço justo.,2,1,2,1,2,2
"Comida boa prato feito acessível, a última vez que fui no local achei a farofa carregada no sal acredita que foi apenas um erro mas é bom informar pois isso deve ser endentificado antes de servir ao cliente unidade do shopping Manauara.",2,1,2,2,0,2
Comida boa preço mediano para o que ser E. Garçom gnt boa que atendeu ...esqueci o nome.pq era meio diferente o nome dele Mais gnt boa d mais.,2,1,2,1,1,2
"Comida boa, ambiente agradável, garçons solícitos.",1,1,2,2,1,2
"Comida boa, ambiente bom, preço justo, atendimento rápido, estacionamento gratuito.",1,1,2,1,1,2
"Comida boa, ambiente bonito, atendimento cordial.",1,1,2,2,1,2
"Comida boa, atendimento bom, lugar muito chamativo e limpo.",1,1,2,2,1,2
"Comida boa, atendimento bom, preço justo, só falta viabilizar estacionamento pra o cliente!!",2,1,2,1,1,2
"Comida Boa, atendimento excelente, ambiente muito agradável, musica ao vivo, preço  razoável, recomendo.",1,1,1,2,1,2
"Comida boa, bom atendimento, cerveja gelada.",2,1,2,2,1,2
"Comida boa, localização excelente, atende muito bem.",2,1,2,2,1,2
"Comida boa, lugar agradável ?",2,1,1,2,2,2
"Comida boa, lugar agradável, bom atendimento, brinquedoteca, vale a pena ir.",2,1,1,2,1,2
"Comida boa, mas atendimento péssimo, a um altíssimo custo!!!!",2,1,2,0,0,2
"Comida boa, mas custo benefício não vale mt a pena.",2,1,2,0,2,2
"Comida boa, mas não é um bom lugar pra se conversar entre amigos, muito barulhento ?",0,1,2,2,2,2
"Comida boa, porém a demora acabou deixando a experiência ruim.",2,1,2,2,0,2
"Comida boa, porém pagar por uma vela de aniversário é surreal.",2,1,2,0,2,2
"Comida boa, preço bom e banheiros bem limpos!",1,1,2,1,2,2
"Comida boa, preço razoável.",2,1,2,2,2,2
"Comida boa, preços bons, local bom, não há estacionamento, garçons perdidos..",2,1,2,1,0,2
Comida boa.,2,1,2,2,2,2
"Comida boa... ambiente muito iluminado... acústica prévia ser melhorada,Pois mesmo em conversas baixas, o som acaba sendo ficando elevado...",0,1,2,2,2,2
Comida boa....,2,1,2,2,2,2
Comida caprichada e preço justo.,2,1,2,1,2,2
"Comida cara e ruim, serviu coxão duro como picanha, insatisfação total.",2,0,2,0,2,2
Comida caseira deliciosa.,2,1,2,2,2,2
"Comida cearense de primeira, acompanhado de um ambiente agradável, bom atendimento, climatização, e boa localização.",1,1,2,2,1,2
"Comida com excelente qualidade, ambiente aconchegante, bom representante dos costumes gastronômicos locais.",1,1,2,2,2,2
"Comida com paladar médio, nada demais e sugiro que não vá com fome, pois a comida demora pra chegar e o prato é super mal servido!",2,0,2,2,0,2
Comida de boa qualidade atendimento excelente pelo Phelipe.,2,1,2,2,1,2
"Comida de boa qualidade, bom custo benefício.",2,1,2,1,2,2
"Comida de boa qualidade, ótimo atendimento ambiente muito agradável!",1,1,2,2,1,2
Comida de excelente qualidade a preço justo.,2,1,2,1,2,2
Comida de ótima qualidade e com  funcionários bem educados.,2,1,2,2,1,2
Comida de qualidade .. funcionários educados Boa estrutura.,1,1,2,2,1,2
Comida de qualidade e preço justo.,2,1,2,1,2,2
"Comida de qualidade, bom atendimento e preço acessível.",2,1,2,1,1,2
"Comida de qualidade, excelente atendimento, e cerveja geladinha.",2,1,2,2,1,2
Comida deliciosa e a preço justo!!,2,1,2,1,2,2
Comida deliciosa e ambiente agradável.,1,1,2,2,2,2
Comida deliciosa e atendimento maravilhoso.,2,1,2,2,1,2
"Comida deliciosa e ótimo atendimento do Edson Jr. Restaurante detentor de notas únicas e individualidade fenomenal, seja em gastronomia da terra quanto do mar.",2,1,2,2,1,2
Comida deliciosa e preço muito bom.,2,1,2,1,2,2
Comida deliciosa!,2,1,2,2,2,2
Comida deliciosa!!,2,1,2,2,2,2
"Comida deliciosa, ambiente agradável e funcionários atenciosos.",1,1,2,2,1,2
"Comida deliciosa, atendimento de qualidade.",2,1,2,2,1,2
"Comida deliciosa, atendimento muito bom e preço razoavelmente justo.",2,1,2,1,1,2
"Comida deliciosa, atendimento nota 10, pratos fartos e a apresentação do prato excelente, tudo separado e bem arrumadinho.",2,1,2,2,1,2
"Comida deliciosa, atendimento ótimo e agora estão com varias promoções pra almoço e jantar.",2,1,2,1,1,2
"Comida deliciosa, ótimo lugar para estar com a família!",2,1,1,2,2,2
"Comida deliciosa, sem duvida a melhor da cidade mas o mais impressionante é o atendimento excepcional! ?",2,1,2,2,1,2
"Comida deliciosa, um pouco caro comparado até mesmo com bons restaurantes portugueses de SP.",2,1,2,0,2,2
"Comida deliciosa, variedades de pratos quentes e salada, bom preço, atendimento maravilhoso, banheiro limpinho, ar condicionado 2 ambientes.",1,1,2,1,1,2
comida deliciosa...ambiente agradavel e charmoso...bem localizado.,1,1,2,2,2,2
"Comida diversificada, atendimento muito bom e agilidade na elaboração dos pratos.",2,1,2,2,1,2
Comida e ambiente excelentes tem estacionamento ótimo lugar pra levar a família.,1,1,2,2,2,2
Comida e ambiente sensacionais.,1,1,2,2,2,2
Comida e atendimento de primeira.,2,1,2,2,1,2
"Comida espetacular com sabor de comida caseira mesmo, atendimento cordial, preço muito bom.",2,1,2,1,1,2
Comida espetacular e atendimento excelente.,2,1,2,2,1,2
"Comida excelente ... preço adequado, os pratos servem bem... ambiente agradável e famiar... atendimento excelente.",1,1,2,1,1,2
Comida excelente e ambiente agradavel.,1,1,2,2,2,2
Comida excelente e ambiente agradável.,1,1,2,2,2,2
Comida excelente e atendimento também excelente!,2,1,2,2,1,2
Comida excelente e cardápio bem diversificado.,2,1,2,2,2,2
Comida excelente e com preço justo.,2,1,2,1,2,2
Comida excelente e o atendimento do Jeilson foi melhor ainda.,2,1,2,2,1,2
Comida excelente e preço compatível.,2,1,2,1,2,2
Comida excelente!!,2,1,2,2,2,2
"Comida excelente, ambiente  agradável,  preço justo.",1,1,2,1,2,2
"Comida excelente, ambiente muito bom, o empório tem vários tipos de bebidas e petiscos, produtos regionais.",1,1,2,2,2,2
"Comida excelente, atendimento de alto padrão, agradecimento especial ao Michel que nos atendeu muito bem.",2,1,2,2,1,2
"Comida excelente, atendimento impecável seguindo todos os protocolos de segurança.",2,1,2,2,1,2
"Comida excelente, atendimento muito bom e uma vista única!",1,1,2,2,1,2
"Comida excelente, bonita decoração, música ambiente de qualidade e ótimo atendimento.",1,1,2,2,1,2
"Comida excelente, cerveja gelada, e atividades acuáticas!",2,1,2,2,2,2
"Comida excelente, cerveja gelada.",2,1,2,2,2,2
"Comida excelente, drinques espetaculares.",2,1,2,2,2,2
"Comida excelente, em um ambiente bonito, agradável e acolhedor, com atendimento muito bom e preço justo.",1,1,2,1,1,2
"Comida excelente, farta e preço justo!",2,1,2,1,2,2
"Comida excelente, porém o atendimento pós covid me surpreendeu ( não sei se era garcon novato) enfim não tive uma boa experiência, não me senti tendo o padrão de atendimento pelo qual paguei.",2,1,2,2,0,2
"Comida excelente, porém o preço absurdo!",2,1,2,0,2,2
"Comida excelente, pratos fartos, bom preço.",2,1,2,1,2,2
"Comida excelente, pratos super bem servidos e com preço justo.",2,1,2,1,2,2
Comida excepcional e preço justo.,2,1,2,1,2,2
Comida excepcional!!!,2,1,2,2,2,2
"Comida excepcional, sabor e tradição da comida paraense.",2,1,2,2,2,2
Comida extremamente boa e ótimo atendimento.,2,1,2,2,1,2
"Comida farta e saborosa, preços ótimos, atendimento satisfatório, ambiente familiar.",1,1,2,1,1,2
"Comida farta, regional, saborosa e impecável.",2,1,2,2,2,2
"Comida fresquinha, muito bem feita, e de muita qualidade.",2,1,2,2,2,2
"Comida fria e sem sabor, feijão duro, bife menor que ovo tipo C e sem tempero.",2,0,2,2,2,2
"Comida fria, o preço ate que não é ruim!",2,0,2,2,2,2
"Comida fria, pouca variedade de carne, tempero razoável, Não lembra quase nada a comida mineira.",2,0,2,2,2,2
Comida gostosa e cerpa geladissima!,2,1,2,2,2,2
"Comida gostosa e preço justo, recomendo!",2,1,2,1,2,2
Comida gostosa e preço razoável.,2,1,2,2,2,2
"Comida gostosa, atendimento agradável, ambiente aconchegante, preço adequado, local limpo, climatizado, de fácil acesso e com muitas vagas p/ estacionamento.",1,1,2,1,1,2
"Comida gostosa, limpeza externa boa, preço justo pendendo pro barato e atendimento regular!",1,1,2,1,0,2
"Comida gostosa, mas um pouco demorado.",2,1,2,2,0,2
"Comida gostosa, preço equivalente aos outros lugares, cerveja canela de pedreiro e espetáculo massa!",1,1,2,1,2,2
Comida impecável boa carta de vinhos .Local muito bonito e bom atendimento.,1,1,2,2,1,2
"Comida incrível, preço honesto e atendimento espetacular.",2,1,2,1,1,2
"Comida local de qualidade, em ambiente descontraido em frente ao teatro Amazonas.",1,1,2,2,2,2
"Comida mais ou menos pro preço que é cobrado, nas padarias o café regional é bem melhor.",2,1,2,1,2,2
Comida maravilhosa.,2,1,2,2,2,2
Comida maravilhosa !,2,1,2,2,2,2
"Comida maravilhosa , destaque para o bacalhau em posta (melhor bacalhau q já comi) vinho tem alto custo , bom atendimento.",2,1,2,1,1,2
Comida maravilhosa como sempre e adoramos o atendimento do garçom Adriano que foi super simpático na entrega das nossas bebidas.,2,1,2,2,1,2
Comida maravilhosa e ambiente muito agradável.,1,1,2,2,2,2
Comida maravilhosa e atendimento maravilhoso... Fazia tempo que não era atendida tão bem.,2,1,2,2,1,2
Comida maravilhosa e excelente atendimento.,2,1,2,2,1,2
Comida maravilhosa e preço justo.,2,1,2,1,2,2
Comida maravilhosa o preço que é um pouco caro dependendo do que for comer!,2,1,2,0,2,2
Comida maravilhosa!,2,1,2,2,2,2
Comida maravilhosa!!,2,1,2,2,2,2
Comida maravilhosa!!!,2,1,2,2,2,2
Comida maravilhosa!!!!,2,1,2,2,2,2
"Comida maravilhosa, ambiente perfeito..",1,1,2,2,2,2
"Comida maravilhosa, drinks ótimos, atendimento show, preço justo, bar excelente, barman Acipar top.",2,1,1,1,1,2
"Comida maravilhosa, super descontos e bebida incrível.",2,1,2,1,2,2
Comida maravilhosas!,2,1,2,2,2,2
"Comida muito apetitosa, muitas variedades de pratos, carne de sol no ponto do sal, feijão tropeiro muito gostoso.",2,1,2,2,2,2
Comida muito boa.,2,1,2,2,2,2
"Comida muito boa , gostosa , somente o preço é o ponto negativo , outro ponto é o ambiente agradável , mas vale a pena visitar.",1,1,1,0,2,2
Comida muito boa atendimento bom e rápido .,2,1,2,2,1,2
Comida muito boa excelente experiência.,2,1,1,2,2,2
Comida muito boa!,2,1,2,2,2,2
"Comida muito boa, ambiente agradavel e otimo atendimento (em especial a Rosi) ?",1,1,2,2,1,2
"Comida muito boa, ambiente rústico e muito agradável, ótima pedida pra happy hour, às vezes deixa a desejar no atendimento.",1,1,2,2,0,2
"Comida muito boa, área externa agradável, o pedido não demorou muito pra chegar.",1,1,2,2,1,2
"Comida muito boa, atendimento excelente com um cardápio diversificado e ambiente bem agradável, recomendável para família ou para um jantar romântico.",1,1,2,2,1,2
"Comida muito boa, mas faltou um um som ambiente.",1,1,2,2,2,2
"Comida muito boa, serviço de primeira, bons vinhos.",2,1,2,2,1,2
"Comida muito boa, um prato serve duas pessoas tranqüilamente.",2,1,2,2,2,2
Comida muito boa.,2,1,2,2,2,2
"Comida muito saborosa, bom atendimento e pizzas deliciosas.",2,1,2,2,1,2
"Comida muito saborosa, local aconchegante  e ótimo preço!!",1,1,2,1,2,2
"Comida muito saborosa, ótimo atendimento, uma experiência gastronômica maravilhosa.",2,1,2,2,1,2
Comida muito saborosa.,2,1,2,2,2,2
Comida muuuito boa!,2,1,2,2,2,2
"Comida normal sem muito sabor, pelo preço esperava mais de uma comoda paraense.",2,1,2,1,2,2
"Comida ok, atendimento bom.",2,1,2,2,1,2
"Comida ótima com um bom preço, e um ótimo atendimento.",2,1,2,1,1,2
Comida ótima e atendimento melhor ainda é ambiente agradável.,1,1,2,2,1,2
"comida ótima, mas custo benefício ruim... e o atendimento tambem.",2,1,2,0,0,2
"Comida possui ótima qualidade, durante a semana o custo benefício é muito bom!",2,1,2,1,2,2
"Comida razoável, caro para o que oferece.",2,2,2,0,2,2
Comida regional amazonense muito boa.,2,1,2,2,2,2
Comida regional bem servida com um atendimento muito bom.,2,1,2,2,1,2
Comida regional boa e recepção agradável.,2,1,2,2,1,2
"Comida regional da melhora qualidade, pratos requintados.",2,1,2,2,2,2
"Comida regional de qualidade, boas opções no buffet e atendimento de qualidade.",2,1,2,2,1,2
"Comida regional de qualidade, extremamente saborosa, ambiente agradável e um bom atendimento.",1,1,2,2,1,2
"Comida regional muito boa, nas mesas poderia ter uns botões para chamar os garçons.",2,1,2,2,2,2
"Comida regional muito cara , atendimento muito ruim , precissa fazer fila para tapiocas e sanduche , variedade de pães muito limitada!",2,0,0,0,0,2
"Comida regional sem regionalismo, pronta pra surpreender paladares exigentes.",2,1,2,2,2,2
Comida saborosa.,2,1,2,2,2,2
Comida saborosa demais.,2,1,2,2,2,2
"Comida saborosa e bem servida, preço justo e atendimento ótimo.",2,1,2,1,1,2
Comida saborosa!,2,1,2,2,2,2
"Comida saborosa, ambiente agradável, atendimento excelente do funcionário Fernando que não deixou a desejar.",1,1,2,2,1,2
"Comida saborosa, bom atendimento e bom custo/benefício.",2,1,2,1,1,2
"Comida saborosa, bom atendimento e preço acessível.",2,1,2,1,1,2
"Comida saborosa, suco natural delicioso, recepção excelente, tudo muito limpo e enfeitado, atendentes prestativos e atenciosos.",2,1,2,2,1,2
"Comida saborosa, valor justo e porções fartas.",2,1,2,1,2,2
Comida sem grande expressividade.,2,0,2,2,2,2
"Comida sempre muito gostosa, ambiente agradável, recomendo 100%.",1,1,1,2,2,2
"Comida sensacional, ambiente climatizado, excelente atendimento, Recomendo para quem quiser vir a Manaus e experimentar os pratos amazônicos como o manauara prepara.",1,1,2,2,1,2
Comida sensacional.. churrasco de primeira!!,2,1,2,2,2,2
Comida simples mas de boa qualidade e preço justo.,2,1,2,1,2,2
Comida típica da Amazônia em alto estilo!,2,1,2,2,2,2
Comida típica deliciosa e com preço justo.,2,1,2,1,2,2
"Comida típica do Norte, peixe e mais peixe.",2,1,2,2,2,2
"Comida típica português, cerveja super gelada.",2,1,2,2,2,2
"Comida variada, deliciosa e em porções boas, preço bom, cerveja gelada e a muitas cachaças de diversas marcas e sabores, apenas o atendimento que não é 100%.",2,1,2,2,1,2
"Comida variada, sistema interessante.",2,1,1,2,2,2
"Comida vem rápido e com uma boa aparência, mas o sabor deixa muito a desejar para o preço alto que é cobrado.",2,1,2,1,1,2
"Comida: pirarucu, camarão boa viagem, saborosos, sobremesa maravilhosa.",2,1,2,2,2,2
"Comidas de boteco e regionais, uma excelente opção no shopping Manaura.",2,1,1,2,2,2
Comidas deliciosas.,2,1,2,2,2,2
"Como alerta, quando a casa está cheia, forma-se fila do lado de fora para aguardar disponibilidade de mesa, ademais, uma ótima opção!",2,2,1,2,2,2
"Como muitos estabelecimentos em Manaus, este possui um atendimento péssimo.",2,2,2,2,0,2
"Como sempre, fui muito bem atendido na Búfalo, mesmo atualmente que estão com promoção de 2ª a 6ª, o padrão da comida e atendimento continuam os mesmos Acho que poderia ter mais opção na tábua de frios para do salad bar, mas isso seria só",2,1,2,2,1,2
"Como todo bom restaurante português, o rei do cardápio é o bacalhau, apesar da cidade estar repletas de peixarias com pratos típicos regionais e peixes de água doce, esse na verdade é um restaurante que estando em Manaus, vale a pena incluir nas suas prioridades.",2,0,1,2,2,2
Comparando com outros rodízios que são o mesmo valor deixa um pouco a desejar.,2,0,2,0,2,2
"Comparativamente ao Coco Bambu de Brasília, achei os pratos melhores servidos de camarão.",2,1,2,2,2,2
"Comprei frango, calabresa, queijo assados, maionese, farofa e arroz.A maionese está com as batatas e cenouras duras, o arroz ainda duro, creio que cruz, peço que melhorem a qualidade porque depois que compramos não podemos ir aí devolver, além de ser chato né.",2,0,2,2,2,2
"Confesso que esperava mais do restaurante, isso pode ter impactado na minha avaliação, mas é uma belíssima opção de jantar a dois, com a vista da praça e do teatro e pratos bem feitos, esteticamente muito bem apresentados e saborosos.",1,1,2,2,2,2
"Confesso que fiquei receosa por ser a primeira vez, mas me surpreendi totalmente.",2,2,1,2,2,2
"Confortável, preço bom.",1,2,2,1,2,2
"Conhecendo a grande maioria se não todos em Manaus , aqui são servidas  carnes variadas no ponto que desejar e acompanhamentos adequados, com ótimo preço, maitres e garçons  atenciosos.",2,1,2,1,1,2
Considerada a melhor carne de sol do Norte e a segunda do Norte/Nordeste.,2,1,2,2,2,2
"Considerando o ambiente, é a melhor churrascaria de Manaus: o lugar é requintado, a decoração com a adega no salão principal é muito agradável.",1,2,1,2,2,2
Considero um excelente centro gastronômico pela diversidade de pratos e sobremesas ofertados.,2,1,1,2,2,2
